feature,importance_mean,importance_std
estimated_unit_value,7172.0055333034425,1223.191719930701
quantity,4894.791143601942,1085.0187714983479
is_bulk_item,323.2788968596465,188.1199981161604
item_category,9.800496309961114,7.444291718972019
item_name,6.818768653152029,3.9711232129646614
unit_of_measure,0.36788415404857916,4.852776176125335
received_condition,-6.602451400536983,4.330295415705942
intended_use,-8.835833548138112,16.03732120686562
donation_id,-22.731443361587253,47.591657410228336
