model,rmse,mae,r2
explanatory_linear,0.7844398246828607,0.5785255216211538,0.9997589169674302
predictive_random_forest_tuned,1.545229426186437,1.3187499999999992,0.9990645225616245
predictive_gradient_boosting,0.6075477767455612,0.528444190402952,0.9998553866956073
