feature,importance
follow_up_needed,0.24699713563458964
location_visited,0.013282588574604643
safety_concerns_noted,0.012654821650208536
visit_type,0.011685437848033059
cooperation_score,0.011217583331781217
social_worker,0.006631526959642975
visit_month,0.0036937408767215574
family_cooperation_level,0.0014816534866297748
visit_dow,0.0013417220280502074
family_present_count,-0.00024064128040942044
visit_year,-0.004231606004398203
family_members_present,-0.015932565316120167
